6933,94135,EI 361 BUY BACK - COX OPERATING,LA,OFFSHORE-FEDERAL,FLD,WHD,D,,9/22/2021,9/22/2021,153
6934,94136,EI 383 - WALTER OIL & GAS,LA,OFFSHORE-FEDERAL,FLD,GTH,R,,9/22/2021,9/22/2021,153
6935,94137,EI 302 - ENERGY RESOURCE TECHNOLOGY GOM,LA,OFFSHORE-FEDERAL,FLD,GTH,R,,9/22/2021,9/22/2021,153
6936,94138,EI 307 A - FIELDWOOD ENERGY OFFSHORE,LA,OFFSHORE-FEDERAL,FLD,GTH,R,,9/22/2021,9/22/2021,153
6937,94139,VM 170 - TOPCO Offshore,LA,OFFSHORE-FEDERAL,FLD,GTH,R,,9/22/2021,9/22/2021,153
6938,94144,PATTERSON II EAST,LA,ST MARY,FZE,WHD,D,,9/22/2021,9/22/2021,153
6939,94145,NEPTUNE EAST,LA,ST MARY,FZE,WHD,D,,9/22/2021,9/22/2021,153
6940,94146,COW ISLAND EAST,LA,VERMILION,FZE,WHD,D,,9/22/2021,9/22/2021,153
6941,94147,EI 331 B BUY BACK - RENAISSANCE OFFSHORE,LA,VERMILION,FLD,WHD,D,,9/22/2021,9/22/2021,153
6942,94148,EI 338 - ARENA OFFSHORE,LA,VERMILION,FLD,GTH,R,,9/22/2021,9/22/2021,153
6943,94152,EI 330 D - FIELDWOOD,LA,OFFSHORE-FEDERAL,FLD,GTH,R,,9/22/2021,9/22/2021,153
6944,94154,EI 251 - ARENA,LA,OFFSHORE-FEDERAL,FLD,GTH,R,,9/22/2021,9/22/2021,153
6945,94154P,EI 251 - ARENA PARK,LA,OFFSHORE-FEDERAL,FLD,VIR,D,,9/22/2021,9/22/2021,153
6946,94154P,EI 251 - ARENA PARK,LA,OFFSHORE-FEDERAL,FLD,VIR,R,,9/22/2021,9/22/2021,153
6947,P1125,HESS - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6948,P1127,APACHE - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6949,P1156,CONOCOPHILLIPS - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6950,P1164,EXXON MOBIL GAS & POWER MARKETING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6951,P1169,BP ENERGY - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6952,P1181,SHELL ENERGY NORTH AMERICA (US) - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6953,P1183,SUPERIOR NATURAL GAS - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6954,P1188,TOTAL GAS & POWER NORTH AMERICA - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6955,P1194,BNP PARIBAS ENERGY TRADING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6956,P1269,COENERGY TRADING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6957,P1305,SEQUENT ENERGY MANAGEMENT - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6958,P1317,OCCIDENTAL ENERGY MARKETING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6959,P1318,CHEVRON U.S.A. - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6960,P1319,TRACTEBEL ENERGY MARKETING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6961,P1320,LOUIS DREYFUS ENERGY SERVICES - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6962,P1332,MAGNUM HUNTER PRODUCTUION - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6963,P1337,EDF TRADING NORTH AMERICA - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6964,P1344,MACQUARIE ENERGY - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6965,P1402,TOTAL GAS & POWER NORTH AMERICA - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6966,P1403,ENTERPRISE PRODUCTS OPERATING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6967,P1405,INTEGRYS ENERGY SERVICES - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6968,P1411,ENBRIDGE MARKETING (U.S.) - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6969,P1414,ENSTOR ENERGY SERVICES - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6970,P1417,TENASKA MARKETING VENTURES - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6971,P1419,PACIFIC SUMMIT ENERGY - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6972,P1420,TEXLA ENERGY MANAGEMENT - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6973,P1421,UNITED ENERGY TRADING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6974,P1423,TARGA GAS MARKETING - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6975,P1424,JEFFERSON ISLAND STORAGE & HUB - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6976,P1429,MARATHON OIL - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6977,P1431,FIELDWOOD ENERGY LLC - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6978,P1432,APACHE SHELF EXPLORATION LLC - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6979,P1433,RAINBOW ENERGY MARKETING CORPORATION - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6980,P1434,PETROCHINA INTERNATIONAL (AMERICA) INC. - TIER 1 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6981,P2125,HESS - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6982,P2127,APACHE - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6983,P2156,CONOCOPHILLIPS - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6984,P2164,EXXON MOBIL GAS & POWER MARKETING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
6985,P2168,DUKE ENERGY TRADING AND MARKETING - TIER 2 POOL,LA,VERMILION,FLD,PPT,R,,9/22/2021,9/22/2021,153
